abstract_id,line_id,abstract_text,line_number,total_lines,target
19892091,19892091_6_14,Primary outcome measures included the time taken for the patient to become independently mobile and attain discharge criteria following surgery .,6,14,METHODS
18840370,18840370_9_19,The formulations were considered bioequivalent if the log-transformed ratios of Cmax and AUC were within the predetermined equivalence range ( 80 % -125 % ) as established by the US Food and Drug Administration ( FDA ) .,9,19,METHODS
16788335,16788335_12_13,"In this study , EA to physical therapy could be introduced by reorganization without additional resources .",12,13,CONCLUSIONS
20816836,20816836_1_9,We evaluated intensified therapy with peginterferon alfa-2a plus ribavirin .,1,9,OBJECTIVE
17158419,17158419_2_12,"In humans , the effects of fructose on insulin sensitivity remain debated , whereas its effect on ectopic lipids has never been investigated .",2,12,BACKGROUND
19952828,19952828_7_13,"The median ( interquartile range ( IQR ) ) and mean baseline CRP levels were 4.1 ( 2.5-6 .1 ) and 4.8 ( 3.4 ) mgL ( -1 ) , respectively .",7,13,RESULTS
15277322,15277322_9_11,Pretreatment with atorvastatin 40 mg/d for 7 days significantly reduces procedural myocardial injury in elective coronary intervention .,9,11,CONCLUSIONS
11527474,11527474_10_16,"Muscle strength increased significantly in both the rhGH/exercise ( +55.6 % , P = .0004 ) as well as the exercise alone ( +47.8 % , P = .0005 ) groups .",10,16,RESULTS
16176505,16176505_6_10,One hundred and twenty-six women were available for analysis .,6,10,RESULTS
16162683,16162683_2_15,Studies have suggested that long term nutritional supplementation with a liquid formula ( partial enteral nutrition ( PEN ) ) may also suppress inflammation and prevent relapse .,2,15,OBJECTIVE
18464745,18464745_1_10,"Plasma irbesartan was analyzed in 42 patients with mild-to-moderate hypertension and left ventricular hypertrophy from the Swedish Irbesartan Left Ventricular Hypertrophy Investigation vs. Atenolol ( SILVHIA ) trial , who were treated with irbesartan as monotherapy for 12 weeks .",1,10,METHODS
16099718,16099718_4_13,Placebo patients underwent a randomized mock dose-titration schedule .,4,13,METHODS
7956276,7956276_17_20,"The higher survival rate in the N-acetylcysteine responders and the fact that half of the patients receiving N-acetylcysteine did not respond , suggests that , in some patients , sepsis irreversibly damages the microvasculature to the extent that N-acetylcysteine has no effect .",17,20,CONCLUSIONS
17202549,17202549_10_11,CBT or paroxetine are effective short-term treatment options for subjects with hypochondriasis .,10,11,CONCLUSIONS
22344189,22344189_4_12,Efficacy was assessed by IOP values and success rates ( IOP threshold and/or need for topical glaucoma medication ) during 30 months .,4,12,METHODS
11435650,11435650_9_10,"However , combined use of SNP and isoflurane in low doses provides haemodynamic stability during CPB and is superior to either drug alone .",9,10,CONCLUSIONS
15891317,15891317_11_18,"A deeper sedation level was found in the propofol group ( p = .021 ) , with similar morphine and midazolam requirements ( p = .317 ) .",11,18,RESULTS
25038486,25038486_2_13,"In this phase 2b , double-blind , placebo-controlled study , treatment-naive adults with genotype 1 ( n = 213 ) or 4 ( n = 25 ) were randomly assigned ( 3:1 ) to asunaprevir 200mg or placebo twice daily plus PegIFN/RBV .",2,13,METHODS
17950452,17950452_8_10,"Nurses spent significantly more time counseling smokers at 6 months than at pre-training , and were less likely to selectively counsel .",8,10,RESULTS
20420787,20420787_4_9,The primary analysis was the time-averaged changes from baseline for Fridericia 's - corrected QT interval ( QTcF ) on Day 3 .,4,9,METHODS
15896757,15896757_7_11,"Influenza symptoms were reported by 33 % of patients receiving Fluad , 29 % of the Agrippal and 63 % of the control group .",7,11,RESULTS
25406657,25406657_6_18,"Sixteen patients with TB-HIV co-infection received rifabutin 300mg QD in combination with tuberculosis chemotherapy ( initially pyrazinamide , isoniazid and ethambutol then only isoniazid ) , and were then randomized to receive isoniazid and LPV/r based ART with rifabutin 150mg tiw or rifabutin 150mg daily .",6,18,RESULTS
15947624,15947624_3_9,"A total of 69 women with a mean age of 54.8 years completed the study , including 39 with USI and 30 with IDO .",3,9,RESULTS
12709818,12709818_1_16,"Recently , phosphodiesterase 4 ( PDE-4 ) inhibitors have been introduced as nonsteroidal , antiinflammatory agents .",1,16,BACKGROUND
23610518,23610518_0_8,"Aging promotes neuromuscular loss , significantly reducing muscle strength .",0,8,BACKGROUND
15328996,15328996_5_15,"The clinical assessment was made using modified United Public Health Services criteria , whereas the SEM assessment was made by quantitative analysis of the marginal fit and surface characteristics of the two veneering materials .",5,15,METHODS
10514116,10514116_3_11,The direct and indirect incremental costs for both strategies were calculated amongst 154 H. pylori seronegative subjects randomized to have an endoscopy or no endoscopy before subsequent management by their general practitioners .,3,11,METHODS
17685736,17685736_9_12,"The cumulative probability of recurrence through 12 months , based on the primary definition , was 23.1 % ( 95 % CI = 15.3 to 30.9 ) for venlafaxine ER and 42.0 % ( 95 % CI = 31.8 to 52.2 ) for placebo ( p = .005 , log-rank test ) .",9,12,RESULTS
9186254,9186254_3_8,"Good social outcome was significantly reduced in the `` epilepsy only '' cohort compared with random controls : education [ cumulative odds ratio ( COR ) , 2.4 ; 95 % confidence interval ( CI ) , 1.4-4 .1 ] ; employability ( COR , 7.3 ; 95 % CI , 2.7-20 .0 ) ; and marriage rate ( COR , 3.7 ; 95 % CI , 1.9-7 .3 ) .",3,8,RESULTS
24216543,24216543_1_11,The hypoallergenicity of this AAF with synbiotics was evaluated in subjects with cow 's milk allergy ( CMA ) .,1,11,BACKGROUND
20226404,20226404_2_8,"Osaka Central Hospital in Osaka , Japan",2,8,METHODS
18594002,18594002_10_11,Modeling tumor shrinkage in primary lesions can be used to quantify individual sensitivity and response to antitumor effects of anticancer drugs .,10,11,CONCLUSIONS
10841227,10841227_1_12,Aspirin and ACEi both reduce mortality when given early after MI .,1,12,BACKGROUND
18494345,18494345_11_16,No LASEK eye versus 7 LASIK eyes lost 2 lines of BSCVA .,11,16,RESULTS
12940794,12940794_5_10,A total of 40 doctors and 167 women were included in the analysis .,5,10,RESULTS
19397539,19397539_3_8,"Number of cannulation site changes , durations of infusions and the infants ' daily weights were recorded .",3,8,METHODS
20051890,20051890_3_17,Our hypothesis was that there might be a possible ethnic-based difference in IOP-lowering effectiveness between the 3 medications .,3,17,OBJECTIVE
17018656,17018656_3_16,"We carried out a prospective , placebo-controlled , randomized , one-year double-blind trial of Mg supplementation .",3,16,METHODS
12447512,12447512_10_11,"Prophylactic use of fluconazole in a selected group of mechanically ventilated patients at high risk for infection reduces the incidence of Candida infections , in particular candidemia .",10,11,CONCLUSIONS
23859428,23859428_3_15,We present a pre-specified 6-year interim analysis of a 10-year observational follow-up .,3,15,OBJECTIVE
7524044,7524044_18_20,"Because the absorption rate of the active ingredients pseudoephedrine and gauifenesin is governed by the dissolution rate , the observed differences suggest that the products tested may differ in biologic performance .",18,20,CONCLUSIONS
19220383,19220383_8_14,Patients with AVF had lower anastomoses and decreased BMI compared with those with CL .,8,14,RESULTS
12759292,12759292_11_14,Micro-costing based on healthcare payer 's data provides a relatively conservative albeit highly accurate estimate of costs in RA .,11,14,CONCLUSIONS
17964402,17964402_3_11,"Patients were randomly assigned to 1 of 6 groups : postoperative application of topical brinzolamide 1 % , brimonidine 0.2 % , oral acetazolamide 250 mg , intracameral acetylcholine , timolol 0.5 % , or no ocular hypotensive agent ( control group ) .",3,11,METHODS
19725253,19725253_7_10,"Compared to a pain-free phase of the menstrual cycle ( mid-follicular ) , women receiving placebo for their menstrual pain had a poorer mood ( P < 0.01 ) , decreased sleep efficiency ( P < 0.05 ) , less REM sleep ( P < 0.05 ) , more stage 1 sleep ( P < 0.01 ) , and more sleep stage changes per hour of sleep during the night .",7,10,RESULTS
25597699,25597699_6_16,"One hour following administration of the herbals or placebo , the subjects completed an additional 10-min of simulated driving .",6,16,METHODS
10615719,10615719_3_11,Sixty subjects ( 19 females and 41 males ) who met DSM-IV criteria for opioid dependence and were seeking treatment .,3,11,METHODS
12975010,12975010_6_15,"6.4 % of the cases with fever > or = 37.5 degrees C was reported in the Flurix group , but 2.4 % in Agrippal group which was significantly less than the former group ( P > 0.05 ) .",6,15,RESULTS
17507385,17507385_8_11,"In the open speculum group , the echogenic droplet remained in the upper uterine segment in only six cases ( 26 % ) and it moved towards the lower uterine segment and passed through the cervical canal in 17 cases ( 74 % ) .",8,11,RESULTS
15801935,15801935_1_18,"Forty-eight young males received CHF3381 at doses of 100 mg twice daily , 200 mg twice daily , 400 mg twice daily or placebo for 2 weeks according to a double-blind , randomized , parallel group design .",1,18,METHODS
15475040,15475040_6_10,This paper discusses how researchers met the following challenges in designing and implementing the trial : determining appropriate dietary and exercise targets to affect bone mineral density in adolescents ; choosing suitable assessments ; and developing an intervention well suited for implementation in a non-school ( health plan ) setting .,6,10,RESULTS
23721957,23721957_7_15,Incidence rates and disease-free survival were calculated with life table models and Kaplan-Meier estimates .,7,15,METHODS
23890962,23890962_2_13,Twenty-four patients with benign thyroid nodules were randomized into the ETOVA ( n = 12 ) and the endoscopic thyroidectomy by areola approach ( ETAA ) groups ( n = 12 ) .,2,13,METHODS
19244153,19244153_0_12,"Although smokers have poor health and consequently poor dietary intake compared with nonsmokers , no study has examined the effects of smoking on nutrition status during acute illness .",0,12,BACKGROUND
14972007,14972007_9_17,"Thirteen patients ( 28.8 % ) developed hypokalemia , of whom it occurred after the end of the procedure in seven ( 15.5 % ) .",9,17,RESULTS
25045152,25045152_0_9,"Genistein from foods or supplements is metabolized by the gut microbiota and the human body , thereby releasing many different metabolites into systemic circulation .",0,9,METHODS
20012809,20012809_9_11,This study indicates that combining tailoring and motivational interviewing may be an effective and cost-effective method for promoting dietary behavior change among older healthy adults .,9,11,CONCLUSIONS
15928285,15928285_14_15,Larger studies are needed to confirm its safety and efficacy .,14,15,CONCLUSIONS
15179690,15179690_0_7,To evaluate the effect of pretreatment with finasteride in decreasing intraoperative bleeding and irrigating fluid absorption during transurethral resection of prostate ( TURP ) .,0,7,OBJECTIVE
15777102,15777102_8_19,Blood was collected up to 48 hours after day 1 to determine single-dose pharmacokinetics and up to 6 hours after the last dose for determination of pharmacokinetics at steady state .,8,19,METHODS
16352871,16352871_7_10,"For the study groups , the results were less distinct : in group A , a higher haematocrit ( HD 30.4 % vs. oHDF 32.0 % , p < 0.01 ) at a comparable erythropoietin dose ( HD 5,421 vs. oHDF 5,187 IU/week , ns ) was observed during oHDF , whereas in group B an identical haematocrit ( oHDF 30.8 % vs. HD 30.7 % , ns ) was achieved at a reduced erythropoietin dose ( oHDF 4,622 vs. HD 5,568 IU/week , p < 0.01 ) .",7,10,RESULTS
